年月日,降水量の合計,天気概況
2013/5/12,2,晴時々曇
2013/5/13,0,薄曇一時晴
2013/5/14,0,晴
2013/5/15,0,曇時々晴
2013/5/16,12.5,曇後一時雨
2013/5/17,0,晴
2013/5/18,0,薄曇時々晴
2013/5/19,3.5,曇後一時雨
2013/5/20,16,雨
2013/5/21,0,曇後時々晴
2013/5/22,0,晴一時曇
2013/5/23,0,晴一時曇
2013/5/24,0,快晴
2013/5/25,0,曇時々晴
2013/5/26,0,晴一時曇
2013/5/27,0,薄曇
2013/5/28,0,曇
2013/5/29,0,曇時々雨
2013/5/30,2,雨時々曇
2013/5/31,0.5,晴後時々薄曇
2013/6/1,0,曇一時晴
2013/6/2,0,曇後晴
2013/6/3,0,曇後晴
2013/6/4,0,快晴
2013/6/5,0,晴後薄曇
2013/6/6,0,曇
2013/6/7,0,雨後晴一時薄曇
2013/6/8,0,晴一時曇
2013/6/9,0,薄曇一時晴
2013/6/10,0,曇
2013/6/11,5,雨一時曇
2013/6/12,15,雨
2013/6/13,37,雨
2013/6/14,4,雨後曇
2013/6/15,0,曇時々晴
2013/6/16,37,雨後曇
2013/6/17,0,曇一時晴
2013/6/18,0,薄曇
2013/6/19,1,曇
2013/6/20,14.5,雨一時曇
2013/6/21,12.5,雨一時曇
2013/6/22,0,曇後一時雨
2013/6/23,0,曇一時晴
2013/6/24,0.5,曇後一時晴
2013/6/25,0,曇一時雨
2013/6/26,55,大雨一時曇
2013/6/27,1.5,晴時々曇
2013/6/28,0,曇
2013/6/29,0,曇時々晴
2013/6/30,0,曇時々晴
2013/7/1,0,曇
2013/7/2,0,晴時々薄曇
2013/7/3,0,曇時々雨
2013/7/4,2.5,雨時々曇
2013/7/5,25,雨後曇
2013/7/6,0,曇一時晴
2013/7/7,0,晴
2013/7/8,0,晴後一時曇
2013/7/9,0,晴
2013/7/10,0,晴後薄曇
2013/7/11,0,薄曇後晴
2013/7/12,0,薄曇一時晴
2013/7/13,0,曇後一時雨
2013/7/14,0,曇後一時雨
2013/7/15,0,曇一時晴
2013/7/16,0,曇一時晴
2013/7/17,1.5,曇時々雨
2013/7/18,1.5,晴一時雨
2013/7/19,0,薄曇時々晴
2013/7/20,0,曇一時晴
2013/7/21,0,曇
2013/7/22,0,曇
2013/7/23,29,曇時々雨、雷を伴う
2013/7/24,5,雨時々曇
2013/7/25,0,曇後一時晴
2013/7/26,0,曇
2013/7/27,11.5,晴一時曇
2013/7/28,0,薄曇時々晴
2013/7/29,4,雨後一時曇
2013/7/30,0,曇
2013/7/31,0,曇
2013/8/1,1,曇時々雨一時晴
2013/8/2,0,曇
2013/8/3,0,曇時々晴
2013/8/4,0,曇
2013/8/5,0,晴一時曇
2013/8/6,0.5,曇時々雨
2013/8/7,0,快晴
2013/8/8,0,薄曇
2013/8/9,0,晴後薄曇
2013/8/10,0,薄曇一時晴
2013/8/11,0,晴一時薄曇、雷を伴う
2013/8/12,1.5,晴、雷を伴う
2013/8/13,2.5,薄曇
2013/8/14,0,晴
2013/8/15,0,晴
2013/8/16,0,晴
2013/8/17,0,薄曇後時々晴
2013/8/18,0,晴
2013/8/19,0,晴
2013/8/20,0,晴時々曇
2013/8/21,6,曇一時雨、雷を伴う
2013/8/22,0,曇後晴
2013/8/23,28.5,曇後一時雨、雷を伴う
2013/8/24,3.5,曇一時雨
2013/8/25,12,雨時々曇
2013/8/26,0,曇一時晴
2013/8/27,24,晴
2013/8/28,0,晴
2013/8/29,0,晴後一時薄曇
2013/8/30,0,薄曇後晴
2013/8/31,0,晴
2013/9/1,0,晴
2013/9/2,0,晴一時曇
2013/9/3,0,晴
2013/9/4,15,晴時々曇一時雨
2013/9/5,36.5,大雨後一時晴、雷を伴う
2013/9/6,0,曇一時雨
2013/9/7,0,曇後晴
2013/9/8,7,曇時々雨
2013/9/9,0,曇一時雨後晴
2013/9/10,2,曇時々雨
2013/9/11,2.5,雨時々曇
2013/9/12,0,晴
2013/9/13,0,晴後一時曇
2013/9/14,0,曇一時雨
2013/9/15,80,雨時々曇
2013/9/16,17,雨後曇、大風を伴う
2013/9/17,0,晴
2013/9/18,0,晴
2013/9/19,0,晴
2013/9/20,0,晴
2013/9/21,0,晴
2013/9/22,0,晴後薄曇
2013/9/23,4.5,曇時々晴
2013/9/24,2,曇時々晴
2013/9/25,20.5,雨一時曇
2013/9/26,5,曇一時雨
2013/9/27,0,快晴
2013/9/28,0,晴後曇
2013/9/29,0,晴一時曇
2013/9/30,0,晴時々曇
2013/10/1,8,雨一時曇
2013/10/2,18,雨後曇一時晴
2013/10/3,0,晴後曇
2013/10/4,6.5,曇時々雨
2013/10/5,15.5,雨
2013/10/6,0,曇一時晴
2013/10/7,0.5,曇時々雨後晴
2013/10/8,0,晴後薄曇
2013/10/9,0,曇時々晴
2013/10/10,1.5,晴後曇
2013/10/11,1.5,晴一時曇
2013/10/12,0,快晴
2013/10/13,0,晴
2013/10/14,0,晴後一時曇
2013/10/15,87.5,雨一時曇
2013/10/16,139.5,晴時々曇一時雨、大風を伴う
2013/10/17,0,晴時々曇
2013/10/18,0,曇一時晴
2013/10/19,0,曇時々雨
2013/10/20,58,大雨
2013/10/21,0,曇一時晴
2013/10/22,0,曇
2013/10/23,0,曇
2013/10/24,0.5,曇時々雨
2013/10/25,11.5,雨一時曇
2013/10/26,34.5,雨後曇
2013/10/27,4,晴
2013/10/28,0,晴
2013/10/29,7,雨一時曇
2013/10/30,0,晴時々曇
2013/10/31,0,晴時々曇
2013/11/1,0,晴後一時曇
2013/11/2,0,曇時々雨
2013/11/3,0,曇
2013/11/4,9.5,雨時々曇
2013/11/5,0,快晴
2013/11/6,0,晴一時曇
2013/11/7,5.5,雨後曇
2013/11/8,0,晴
2013/11/9,0,曇
2013/11/10,0,曇一時雨
2013/11/11,1,曇後晴一時雨
2013/11/12,0,曇一時雨後晴
2013/11/13,0,晴
2013/11/14,0,晴後曇
2013/11/15,1,曇後雨
2013/11/16,0,快晴
2013/11/17,0,晴
2013/11/18,0,晴
2013/11/19,0,晴
2013/11/20,0,快晴
2013/11/21,0,快晴
2013/11/22,0,快晴
2013/11/23,0,快晴
2013/11/24,0,快晴
2013/11/25,4,曇後一時雨
2013/11/26,0,晴
2013/11/27,0,晴一時曇
2013/11/28,0,曇時々晴
2013/11/29,0,快晴
2013/11/30,0,晴
2013/12/1,0,晴
2013/12/2,0,快晴
2013/12/3,0,快晴
2013/12/4,0,晴時々曇
2013/12/5,0,快晴
2013/12/6,0,晴一時曇
2013/12/7,0,晴
2013/12/8,0,曇一時晴
2013/12/9,0,曇
2013/12/10,16.5,雨一時晴、雷を伴う
2013/12/11,0,晴時々曇
2013/12/12,0,快晴
2013/12/13,0,晴
2013/12/14,0,快晴
2013/12/15,0,晴
2013/12/16,0,晴後一時薄曇
2013/12/17,0,曇一時晴
2013/12/18,6.5,曇後雨
2013/12/19,22,雨
2013/12/20,6,曇時々雨、雷を伴う
2013/12/21,0,晴
2013/12/22,0,晴
2013/12/23,0,曇後一時晴
2013/12/24,0,晴
2013/12/25,0,快晴
2013/12/26,0.5,曇時々雨
2013/12/27,2.5,雨時々曇
2013/12/28,0,晴
2013/12/29,0,快晴
2013/12/30,0,晴
2013/12/31,0,快晴
2014/1/1,0,快晴
2014/1/2,0,晴
2014/1/3,0,晴時々曇
2014/1/4,0,薄曇後時々晴
2014/1/5,0,曇
2014/1/6,0,晴
2014/1/7,0,晴後曇
2014/1/8,20,曇時々晴後雨
2014/1/9,5,曇時々雨
2014/1/10,0,晴時々曇
2014/1/11,0,晴後一時薄曇
2014/1/12,0,晴一時曇
2014/1/13,0,晴
2014/1/14,0,晴時々曇
2014/1/15,0,曇
2014/1/16,0,晴
2014/1/17,0,晴一時曇
2014/1/18,0,曇一時雪後晴
2014/1/19,0,快晴
2014/1/20,0,晴
2014/1/21,0.5,晴後一時曇
2014/1/22,1,晴後一時曇
2014/1/23,0,晴
2014/1/24,0,晴時々曇
2014/1/25,0,曇
2014/1/26,6,曇後一時雨
2014/1/27,0,快晴
2014/1/28,0,晴後一時曇
2014/1/29,0,快晴
2014/1/30,6,曇後雨
2014/1/31,0,快晴
2014/2/1,0,晴後薄曇
2014/2/2,0,曇一時雨後時々晴
2014/2/3,0,晴時々曇
2014/2/4,2.5,雨後一時雪
2014/2/5,0,晴
2014/2/6,0,曇
2014/2/7,0,晴時々曇
2014/2/8,33,大雪
2014/2/9,1,曇時々晴
2014/2/10,0,曇
2014/2/11,0,曇一時雪
2014/2/12,0,曇一時晴
2014/2/13,0,曇
2014/2/14,36,大雪
2014/2/15,44.5,雨時々曇
2014/2/16,0,晴
2014/2/17,0,晴一時薄曇
2014/2/18,0,曇時々晴
2014/2/19,0,薄曇一時晴
2014/2/20,0,曇一時晴
2014/2/21,0,晴
2014/2/22,0,晴一時曇
2014/2/23,0,曇時々晴一時雪
2014/2/24,0,曇後一時晴
2014/2/25,0,快晴
2014/2/26,0,快晴
2014/2/27,5.5,雨一時曇
2014/2/28,5,曇時々晴
2014/3/1,0,雨時々曇
2014/3/2,13.5,雨
2014/3/3,0,曇時々雨後晴
2014/3/4,0.5,曇時々晴
2014/3/5,45,大雨
2014/3/6,0,晴後一時薄曇
2014/3/7,0,晴時々曇後一時雪
2014/3/8,0,晴
2014/3/9,0,曇後晴
2014/3/10,0,晴一時曇
2014/3/11,0,晴
2014/3/12,0,晴一時薄曇
2014/3/13,27.5,雨
2014/3/14,0,曇後雨
2014/3/15,0,晴一時曇
2014/3/16,0,晴
2014/3/17,0,快晴
2014/3/18,0,晴後雨
2014/3/19,0,曇
2014/3/20,23.5,雨
2014/3/21,0,晴一時曇
2014/3/22,0,晴
2014/3/23,0,晴
2014/3/24,0,快晴
2014/3/25,0,晴
2014/3/26,0,曇後一時雨
2014/3/27,1,雨時々曇
2014/3/28,0,快晴
2014/3/29,0,薄曇
2014/3/30,17,雨後時々晴
2014/3/31,0,晴後薄曇
2014/4/1,0,曇時々晴
2014/4/2,0,薄曇
2014/4/3,48.5,雨
2014/4/4,39,晴一時雨
2014/4/5,0,晴時々曇一時雨
2014/4/6,10,雨時々曇一時晴、雷を伴う
2014/4/7,0,晴後一時薄曇
2014/4/8,0,快晴
2014/4/9,0,晴時々曇
2014/4/10,0,晴
2014/4/11,0,晴
2014/4/12,0,薄曇一時晴
2014/4/13,0,薄曇
2014/4/14,0,晴一時曇
2014/4/15,0,晴
2014/4/16,0,薄曇
2014/4/17,0,晴後一時薄曇
2014/4/18,3,雨一時曇
2014/4/19,0,曇時々晴
2014/4/20,0.5,曇
2014/4/21,11.5,雨一時曇
2014/4/22,9,晴時々曇後雨
2014/4/23,3.5,晴
2014/4/24,0,晴
2014/4/25,0,晴
2014/4/26,0,快晴
2014/4/27,0,晴
2014/4/28,0,曇後晴
2014/4/29,0,曇後一時雨
2014/4/30,29.5,雨
2014/5/1,8.5,曇後晴
2014/5/2,0,晴
2014/5/3,0,晴後薄曇
2014/5/4,0,晴後一時薄曇
2014/5/5,0,雨時々曇
2014/5/6,1.5,曇時々雨
2014/5/7,0,晴一時曇
2014/5/8,0,曇
2014/5/9,0,晴
2014/5/10,0,晴
2014/5/11,0,晴
2014/5/12,0.5,薄曇
2014/5/13,9.5,雨後晴
2014/5/14,0,薄曇
2014/5/15,4,雨後曇一時晴
2014/5/16,0,晴一時曇
2014/5/17,0,晴
2014/5/18,0,晴後一時薄曇
2014/5/19,0,薄曇
2014/5/20,4.5,薄曇
2014/5/21,57.5,雨後一時曇
2014/5/22,5.5,晴後曇時々雨、雷を伴う
2014/5/23,0,薄曇
2014/5/24,0,晴後薄曇
2014/5/25,0,薄曇
2014/5/26,4,曇
2014/5/27,32,薄曇
2014/5/28,0,薄曇
2014/5/29,0,晴
2014/5/30,0,薄曇後一時晴
2014/5/31,0,快晴
2014/6/1,0,快晴
2014/6/2,0,晴後薄曇
2014/6/3,0,薄曇
2014/6/4,0,薄曇
2014/6/5,24,雨時々曇
2014/6/6,155,大雨
2014/6/7,78,大雨
2014/6/8,0,雨後曇
2014/6/9,0,曇後一時晴
2014/6/10,3.5,曇
2014/6/11,25.5,雨時々曇
2014/6/12,19.5,雨一時曇
2014/6/13,0,晴
2014/6/14,0,晴後一時薄曇
2014/6/15,0,晴
2014/6/16,0,晴後薄曇
2014/6/17,0,薄曇
2014/6/18,1,曇時々雨
2014/6/19,0,晴
2014/6/20,0,薄曇時々晴
2014/6/21,0,曇
2014/6/22,4,雨後曇
2014/6/23,0,薄曇
2014/6/24,12.5,曇後雨、雷を伴う
2014/6/25,0.5,曇後一時雨
2014/6/26,0,薄曇
2014/6/27,0.5,曇一時雨
2014/6/28,12.5,雨後一時曇
2014/6/29,12,曇時々晴一時雨
2014/6/30,0,曇
2014/7/1,0,晴一時曇
2014/7/2,0,晴一時薄曇
2014/7/3,0.5,曇後一時雨
2014/7/4,8.5,曇時々雨
2014/7/5,6.5,雨後時々曇
2014/7/6,0,曇
2014/7/7,9,雨時々曇
2014/7/8,0,晴
2014/7/9,6.5,雨後一時曇
2014/7/10,7,曇一時雨
2014/7/11,1,晴時々曇
2014/7/12,0,晴後一時薄曇
2014/7/13,0,曇一時雨
2014/7/14,0,曇時々晴
2014/7/15,0,晴
2014/7/16,0,晴一時曇
2014/7/17,0,曇一時晴
2014/7/18,2.5,曇一時雨
2014/7/19,1,曇時々雨
2014/7/20,11,曇
2014/7/21,2,曇後晴一時雨
2014/7/22,0,薄曇時々晴
2014/7/23,0,薄曇一時晴
2014/7/24,2.5,曇
2014/7/25,0,快晴
2014/7/26,0,快晴
2014/7/27,10.5,晴後一時雨、雷を伴う
2014/7/28,0,晴
2014/7/29,0,晴
2014/7/30,0,晴
2014/7/31,0,晴
2014/8/1,0.5,薄曇時々晴
2014/8/2,0,晴
2014/8/3,0,晴後一時薄曇
2014/8/4,0,曇
2014/8/5,0,晴
2014/8/6,0,快晴
2014/8/7,0,晴
2014/8/8,0,曇時々雨
2014/8/9,4,曇後時々雨
2014/8/10,50.5,雨時々曇
2014/8/11,0,晴
2014/8/12,1.5,曇後雨
2014/8/13,0,曇後一時雨
2014/8/14,3.5,曇時々雨
2014/8/15,0,晴
2014/8/16,2.5,晴後時々曇一時雨
2014/8/17,0,晴時々曇
2014/8/18,0,晴
2014/8/19,0,快晴
2014/8/20,0,快晴
2014/8/21,0,晴
2014/8/22,0,晴
2014/8/23,2,曇一時雨
2014/8/24,0,曇一時晴
2014/8/25,0,曇一時雨
2014/8/26,0,曇
2014/8/27,6,雨時々曇
2014/8/28,12,雨一時曇
2014/8/29,7.5,雨一時曇
2014/8/30,35.5,曇一時雨
2014/8/31,0,曇後一時晴
2014/9/1,38,雨一時曇
2014/9/2,0,晴
2014/9/3,0,晴時々曇
2014/9/4,0,曇一時晴
2014/9/5,0,曇時々晴
2014/9/6,3.5,曇
2014/9/7,20.5,雨後一時曇
2014/9/8,2.5,曇時々雨
2014/9/9,0.5,晴一時雨
2014/9/10,0,曇一時晴
2014/9/11,5,雨時々曇
2014/9/12,0,晴後一時曇
2014/9/13,0,晴一時曇
2014/9/14,0,晴
2014/9/15,0,曇
2014/9/16,0,晴一時曇
2014/9/17,0,曇一時晴
2014/9/18,0,曇
2014/9/19,0,曇
2014/9/20,0,雨後一時曇
2014/9/21,0,晴
2014/9/22,0,晴
2014/9/23,0,晴時々薄曇
2014/9/24,8.5,雨時々曇
2014/9/25,10,雨後晴一時曇
2014/9/26,0,晴
2014/9/27,0,曇時々晴
2014/9/28,0,晴
2014/9/29,0,快晴
2014/9/30,0,晴一時曇
2014/10/1,8,雨一時曇
2014/10/2,0,曇後一時雨
2014/10/3,0,晴
2014/10/4,0,曇
2014/10/5,165,大雨
2014/10/6,187,大雨後晴
2014/10/7,0,晴時々曇
2014/10/8,0,晴後曇
2014/10/9,2.5,曇一時晴
2014/10/10,0,薄曇
2014/10/11,0,薄曇
2014/10/12,0,曇
2014/10/13,46,雨
2014/10/14,8.5,晴
2014/10/15,9.5,雨
2014/10/16,0,晴一時薄曇
2014/10/17,0,快晴
2014/10/18,0,晴
2014/10/19,0,晴
2014/10/20,0,晴後曇一時雨
2014/10/21,5,雨時々曇
2014/10/22,34.5,雨
2014/10/23,8.5,雨後曇
2014/10/24,0,晴
2014/10/25,0,晴一時薄曇
2014/10/26,1,曇後晴
2014/10/27,0,曇後一時晴
2014/10/28,0,晴
2014/10/29,0,快晴
2014/10/30,0,晴一時薄曇
2014/10/31,0.5,曇後一時雨
2014/11/1,9.5,雨時々曇
2014/11/2,0,曇一時晴
2014/11/3,0,晴一時曇
2014/11/4,0,晴
2014/11/5,0,曇
2014/11/6,4.5,雨時々曇
2014/11/7,0,晴後曇
2014/11/8,0,曇一時雨
2014/11/9,1.5,曇一時雨
2014/11/10,1,晴後一時曇
2014/11/11,0,曇一時雨
2014/11/12,1,曇時々雨後晴
2014/11/13,0,快晴
2014/11/14,0,快晴
2014/11/15,0,快晴
2014/11/16,0,晴時々曇
2014/11/17,0,晴後曇
2014/11/18,0,晴
2014/11/19,0,快晴
2014/11/20,14,曇後雨
2014/11/21,0,晴後一時薄曇
2014/11/22,0,晴
2014/11/23,0,晴
2014/11/24,0,曇
2014/11/25,10.5,雨
2014/11/26,31,雨
2014/11/27,3,快晴
2014/11/28,0,曇一時晴
2014/11/29,13,曇時々雨
2014/11/30,1,晴後曇
2014/12/1,20,雨後曇
2014/12/2,0,晴
2014/12/3,0,快晴
2014/12/4,3.5,曇後雨
2014/12/5,0,晴
2014/12/6,0,晴後一時曇
2014/12/7,0,晴一時薄曇
2014/12/8,0,晴一時曇
2014/12/9,0,晴
2014/12/10,0,曇一時晴
2014/12/11,6.5,雨時々曇
2014/12/12,0,曇
2014/12/13,0,快晴
2014/12/14,0,晴
2014/12/15,0,晴後薄曇
2014/12/16,21.5,曇後雨
2014/12/17,0,晴
2014/12/18,0,快晴
2014/12/19,0,快晴
2014/12/20,28.5,雨一時曇
2014/12/21,0,晴後薄曇
2014/12/22,0,快晴
2014/12/23,0,晴後一時薄曇
2014/12/24,0,薄曇後晴
2014/12/25,0,晴後曇一時雨
2014/12/26,0,晴
2014/12/27,0,快晴
2014/12/28,0,晴後薄曇
2014/12/29,7,雨後時々曇
2014/12/30,0,晴
2014/12/31,0,晴
2015/1/1,0,曇時々雪一時晴、あられを伴う
2015/1/2,0,晴一時曇
2015/1/3,0,快晴
2015/1/4,0,曇後晴
2015/1/5,0,快晴
2015/1/6,16.5,曇一時晴後雨
2015/1/7,0,晴時々曇
2015/1/8,0,快晴
2015/1/9,0,快晴
2015/1/10,0,快晴
2015/1/11,0,晴
2015/1/12,0,快晴
2015/1/13,0,快晴
2015/1/14,0,晴後曇
2015/1/15,32,雨一時曇
2015/1/16,0,晴後曇
2015/1/17,0,晴後一時曇
2015/1/18,0,快晴
2015/1/19,0,晴
2015/1/20,0,晴
2015/1/21,3.5,雨時々曇一時雪
2015/1/22,13.5,雨一時曇
2015/1/23,6.5,晴一時曇
2015/1/24,0,曇
2015/1/25,0,晴時々薄曇
2015/1/26,0,曇時々晴
2015/1/27,15.5,晴一時雨、雷を伴う
2015/1/28,0,晴時々曇一時雪
2015/1/29,0,晴後曇
2015/1/30,19,雪後雨
2015/1/31,0,晴
2015/2/1,0,快晴
2015/2/2,0,快晴
2015/2/3,0,晴
2015/2/4,0,晴後曇
2015/2/5,6,みぞれ時々雨
2015/2/6,0,晴
2015/2/7,0.5,曇後一時雨
2015/2/8,8,曇後時々雨
2015/2/9,0,曇時々雪後晴
2015/2/10,0,晴
2015/2/11,0,晴
2015/2/12,0,晴
2015/2/13,0,晴後曇一時みぞれ
2015/2/14,0,快晴
2015/2/15,0,快晴
2015/2/16,0,晴時々薄曇
2015/2/17,1,雨時々曇
2015/2/18,5,雨一時曇
2015/2/19,0,晴
2015/2/20,0,晴後一時曇
2015/2/21,0,晴後一時曇
2015/2/22,6.5,曇時々雨
2015/2/23,11.5,曇
2015/2/24,0,曇
2015/2/25,0,曇
2015/2/26,14.5,雨一時曇
2015/2/27,0,晴時々曇
2015/2/28,0,晴一時薄曇
2015/3/1,37.5,雨一時曇
2015/3/2,0,晴
2015/3/3,0.5,曇
2015/3/4,18,晴時々曇
2015/3/5,0,晴一時曇
2015/3/6,1.5,曇
2015/3/7,4,曇時々雨
2015/3/8,0.5,雨後曇
2015/3/9,18,雨時々曇
2015/3/10,1.5,曇時々晴一時雨、あられを伴う
2015/3/11,0,快晴
2015/3/12,0,晴
2015/3/13,0,晴
2015/3/14,0,曇一時晴
2015/3/15,0,曇時々晴
2015/3/16,18.5,曇一時雨
2015/3/17,1,晴
2015/3/18,0,曇
2015/3/19,9.5,曇後雨
2015/3/20,0,曇
2015/3/21,1,曇一時雨
2015/3/22,0,晴後一時曇
2015/3/23,0,晴後一時雨
2015/3/24,0,晴後一時曇
2015/3/25,0,晴
2015/3/26,0,快晴
2015/3/27,0,快晴
2015/3/28,0,曇後晴
2015/3/29,1.5,曇後雨
2015/3/30,0,快晴
2015/3/31,0,快晴
2015/4/1,3.5,曇時々雨
2015/4/2,0,晴
2015/4/3,0,曇時々雨
2015/4/4,0,曇一時雨
2015/4/5,4.5,雨時々曇
2015/4/6,0,曇時々晴
2015/4/7,4.5,雨
2015/4/8,16,雨
2015/4/9,0,薄曇時々晴
2015/4/10,12,曇後雨
2015/4/11,5,雨後曇
2015/4/12,0,薄曇
2015/4/13,41.5,雨一時曇
2015/4/14,17.5,雨
2015/4/15,1.5,晴一時雨
2015/4/16,0,晴後曇
2015/4/17,0,晴時々曇
2015/4/18,0,薄曇一時晴
2015/4/19,0,曇後一時雨
2015/4/20,13.5,曇後雨
2015/4/21,0,曇
2015/4/22,1.5,晴時々曇後一時雨
2015/4/23,0,晴
2015/4/24,0,薄曇
2015/4/25,0,晴後曇一時雨
2015/4/26,0,晴
2015/4/27,0,快晴
2015/4/28,0,薄曇一時晴
2015/4/29,0,曇後一時晴
2015/4/30,0,曇後一時晴
2015/5/1,0,快晴
2015/5/2,0,快晴
2015/5/3,0,薄曇時々晴
2015/5/4,0,曇時々晴
2015/5/5,0,曇後晴
2015/5/6,0,晴後薄曇
2015/5/7,0,晴時々曇
2015/5/8,0,快晴
2015/5/9,0,曇時々雨
2015/5/10,3,晴後一時曇
2015/5/11,0,晴後薄曇
2015/5/12,31,曇後一時雨
2015/5/13,0,晴
2015/5/14,0,晴後曇
2015/5/15,0,晴後薄曇
2015/5/16,8.5,雨後曇
2015/5/17,0,薄曇
2015/5/18,1,曇一時晴
2015/5/19,5,雨後曇
2015/5/20,0,曇時々晴
2015/5/21,10,晴
2015/5/22,0,薄曇
2015/5/23,0,薄曇
2015/5/24,0,曇一時雨
2015/5/25,0,曇一時晴
2015/5/26,0,晴
2015/5/27,0,快晴
2015/5/28,0,曇
2015/5/29,11,曇後雨
2015/5/30,0,晴後薄曇
2015/5/31,0,晴後一時薄曇
2015/6/1,0,晴
2015/6/2,0,曇時々晴
2015/6/3,19,雨後曇
2015/6/4,0,曇後晴
2015/6/5,17.5,曇後一時雨
2015/6/6,23,曇時々晴一時雨
2015/6/7,0,曇時々晴
2015/6/8,0.5,曇
2015/6/9,29.5,曇時々雨
2015/6/10,0,曇
2015/6/11,0,曇
2015/6/12,11,雨後曇
2015/6/13,0,曇一時晴
2015/6/14,0,曇一時雨
2015/6/15,0,薄曇
2015/6/16,0,曇
2015/6/17,9.5,曇時々雨
2015/6/18,10,曇一時雨
2015/6/19,11.5,雨
2015/6/20,0,晴時々薄曇
2015/6/21,1.5,雨一時曇
2015/6/22,0,晴後曇
2015/6/23,0.5,晴
2015/6/24,0,晴
2015/6/25,0,晴一時曇
2015/6/26,7,曇後雨
2015/6/27,2,曇一時雨
2015/6/28,2,晴時々曇一時雨
2015/6/29,0,晴時々曇
2015/6/30,1,曇
2015/7/1,17,雨後一時曇
2015/7/2,7,曇一時雨
2015/7/3,103,大雨
2015/7/4,5,雨一時曇
2015/7/5,21.5,雨一時曇
2015/7/6,34,雨
2015/7/7,2.5,雨時々曇
2015/7/8,41.5,曇後雨
2015/7/9,22.5,雨
2015/7/10,0.5,晴
2015/7/11,0,快晴
2015/7/12,0,薄曇時々晴
2015/7/13,0,薄曇
2015/7/14,0,快晴
2015/7/15,0.5,晴
2015/7/16,53.5,曇時々雨
2015/7/17,11.5,雨後薄曇
2015/7/18,0,曇後雨
2015/7/19,0,晴
2015/7/20,0,晴
2015/7/21,0,快晴
2015/7/22,0,快晴
2015/7/23,5,雨時々曇
2015/7/24,0.5,曇一時晴、雷を伴う
2015/7/25,0,薄曇
2015/7/26,0,晴一時薄曇
2015/7/27,0,晴一時薄曇
2015/7/28,0,曇後晴
2015/7/29,0,曇
2015/7/30,0,晴後曇
2015/7/31,0,晴
2015/8/1,0,晴
2015/8/2,0,晴
2015/8/3,0,晴
2015/8/4,0,晴
2015/8/5,0,快晴
2015/8/6,0,快晴
2015/8/7,0,晴後薄曇
2015/8/8,0,曇後晴
2015/8/9,0,曇後晴
2015/8/10,3.5,晴時々曇一時雨
2015/8/11,0,薄曇後晴
2015/8/12,0,曇時々晴
2015/8/13,3,曇時々雨
2015/8/14,0,晴一時曇
2015/8/15,0,晴一時曇
2015/8/16,22.5,晴時々薄曇
2015/8/17,44,大雨一時曇、雷を伴う
2015/8/18,0,曇時々晴一時雨
2015/8/19,0,曇一時晴
2015/8/20,0.5,曇時々雨
2015/8/21,0,曇
2015/8/22,0,晴
2015/8/23,0,晴時々曇
2015/8/24,0,曇一時晴
2015/8/25,3,曇一時雨
2015/8/26,33.5,雨後時々曇
2015/8/27,0,曇一時晴
2015/8/28,0,曇時々雨
2015/8/29,1,曇時々雨
2015/8/30,4.5,雨時々曇
2015/8/31,2.5,曇時々雨
2015/9/1,7,曇時々雨、雷を伴う
2015/9/2,13.5,雨後晴、雷を伴う
2015/9/3,1,曇時々晴後一時雨
2015/9/4,14.5,曇後晴、雷を伴う
2015/9/5,0,曇
2015/9/6,32,曇後一時雨
2015/9/7,22,曇時々雨
2015/9/8,77,大雨
2015/9/9,142,大雨、雷を伴う
2015/9/10,33.5,雨一時曇
2015/9/11,0,晴
2015/9/12,0,晴
2015/9/13,0,曇一時晴
2015/9/14,0,曇時々晴
2015/9/15,0,曇時々晴
2015/9/16,7,曇後一時雨
2015/9/17,61,大雨
2015/9/18,27.5,雨時々曇、雷を伴う
2015/9/19,0,晴
2015/9/20,0,晴一時曇
2015/9/21,0,曇一時晴
2015/9/22,0,晴後時々薄曇
2015/9/23,0,晴後一時薄曇
2015/9/24,1.5,曇後雨
2015/9/25,41.5,雨
2015/9/26,2,曇
2015/9/27,0,曇一時雨
2015/9/28,0,晴
2015/9/29,0,晴時々曇
2015/9/30,0,晴後曇
2015/10/1,5,曇後雨
2015/10/2,20,曇一時晴
2015/10/3,0,晴
2015/10/4,0.5,晴時々曇
2015/10/5,0.5,曇
2015/10/6,0,晴
2015/10/7,0,快晴
2015/10/8,0,快晴
2015/10/9,0,晴
2015/10/10,2.5,曇後一時雨
2015/10/11,7.5,雨後曇
2015/10/12,0,晴
2015/10/13,0,快晴
2015/10/14,0,晴一時曇
2015/10/15,0,晴後曇
2015/10/16,12,雨
2015/10/17,2.5,曇一時雨
2015/10/18,0,曇後晴
2015/10/19,0,快晴
2015/10/20,0,薄曇後晴
2015/10/21,0,曇後晴
2015/10/22,0,晴後一時曇
2015/10/23,0,曇時々晴
2015/10/24,0,晴
2015/10/25,0,快晴
2015/10/26,0,晴後一時薄曇
2015/10/27,0,晴一時薄曇
2015/10/28,1.5,晴
2015/10/29,2,曇一時晴
2015/10/30,0,曇後晴
2015/10/31,0,曇
2015/11/1,0,薄曇一時晴
2015/11/2,30,雨一時曇
2015/11/3,0,晴
2015/11/4,0,快晴
2015/11/5,0,晴
